sequence[0],sequence[1],sequence[2],sequence[3],sequence[4],key,timestamp,eventType,cursorPosition,inputValue
4,5,8,7,3,8,1731015959782.6,keyup,3,458
4,5,8,7,3,7,1731015960694.8,keydown,3,458
4,5,8,7,3,7,1731015960758.8,keyup,4,4587
4,5,8,7,3,3,1731015961198.9001,keydown,4,4587
4,5,8,7,3,3,1731015961254.9001,keyup,5,45873
4,5,8,7,3,Enter,1731015961414.8,keydown,5,45873
1,4,1,3,4,1,1731015962630.7002,keyup,1,1
1,4,1,3,4,4,1731015962790.7002,keydown,1,1
1,4,1,3,4,4,1731015962846.6,keyup,2,14
1,4,1,3,4,1,1731015963006.8,keydown,2,14
1,4,1,3,4,1,1731015963078.7002,keyup,3,141
1,4,1,3,4,3,1731015963390.8,keydown,3,141
1,4,1,3,4,3,1731015963462.7002,keyup,4,1413
1,4,1,3,4,4,1731015963646.7002,keydown,4,1413
1,4,1,3,4,4,1731015963718.7002,keyup,5,14134
1,4,1,3,4,Enter,1731015963854.6,keydown,5,14134
0,7,1,8,6,0,1731015965062.6,keyup,1,0
0,7,1,8,6,7,1731015965294.8,keydown,1,0
0,7,1,8,6,7,1731015965358.7002,keyup,2,07
0,7,1,8,6,1,1731015965582.7002,keydown,2,07
0,7,1,8,6,1,1731015965646.6,keyup,3,071
0,7,1,8,6,8,1731015966238.6,keydown,3,071
0,7,1,8,6,8,1731015966286.5,keyup,4,0718
0,7,1,8,6,6,1731015966526.7002,keydown,4,0718
0,7,1,8,6,6,1731015966582.6,keyup,5,07186
0,7,1,8,6,Enter,1731015966726.5,keydown,5,07186
1,7,1,5,0,1,1731015967838.6,keyup,1,1
1,7,1,5,0,7,1731015968030.6,keydown,1,1
1,7,1,5,0,7,1731015968078.5,keyup,2,17
1,7,1,5,0,1,1731015968286.4001,keydown,2,17
1,7,1,5,0,1,1731015968342.7002,keyup,3,171
1,7,1,5,0,5,1731015968718.6,keydown,3,171
1,7,1,5,0,5,1731015968774.5,keyup,4,1715
1,7,1,5,0,0,1731015968950.7002,keydown,4,1715
1,7,1,5,0,0,1731015969014.6,keyup,5,17150
1,7,1,5,0,Enter,1731015969054.4001,keydown,5,17150
2,6,5,4,2,2,1731015970006.6,keyup,1,2
2,6,5,4,2,6,1731015970150.3,keydown,1,2
2,6,5,4,2,6,1731015970214.4001,keyup,2,26
2,6,5,4,2,5,1731015970414.6,keydown,2,26
2,6,5,4,2,5,1731015970470.3,keyup,3,265
2,6,5,4,2,4,1731015971102.7002,keydown,3,265
2,6,5,4,2,4,1731015971158.4001,keyup,4,2654
2,6,5,4,2,2,1731015971350.3,keydown,4,2654
2,6,5,4,2,2,1731015971406.7002,keyup,5,26542
2,6,5,4,2,Enter,1731015971534.6,keydown,5,26542
4,5,6,1,7,4,1731015972670.4001,keyup,1,4
4,5,6,1,7,5,1731015972830.4001,keydown,1,4
4,5,6,1,7,5,1731015972894.5,keyup,2,45
4,5,6,1,7,6,1731015973086.5,keydown,2,45
4,5,6,1,7,6,1731015973142.5,keyup,3,456
4,5,6,1,7,1,1731015973446.5,keydown,3,456
4,5,6,1,7,1,1731015973518.4001,keyup,4,4561
4,5,6,1,7,7,1731015973702.6,keydown,4,4561
4,5,6,1,7,7,1731015973750.3,keyup,5,45617
4,5,6,1,7,Enter,1731015973974.5,keydown,5,45617
8,7,6,3,6,8,1731015975182.3,keyup,1,8
8,7,6,3,6,7,1731015975350.3,keydown,1,8
8,7,6,3,6,7,1731015975414.3,keyup,2,87
8,7,6,3,6,6,1731015975630.5,keydown,2,87
8,7,6,3,6,6,1731015975686.2002,keyup,3,876
8,7,6,3,6,3,1731015976062.5,keydown,3,876
8,7,6,3,6,3,1731015976126.4001,keyup,4,8763
8,7,6,3,6,6,1731015976254.1,keydown,4,8763
8,7,6,3,6,6,1731015976310.1,keyup,5,87636
8,7,6,3,6,Enter,1731015976454.3,keydown,5,87636
3,2,0,1,0,3,1731015977446.4001,keyup,1,3
3,2,0,1,0,2,1731015977574.8,keydown,1,3
3,2,0,1,0,2,1731015977622.2002,keyup,2,32
3,2,0,1,0,0,1731015977806.4001,keydown,2,32
3,2,0,1,0,0,1731015977878.3,keyup,3,320
3,2,0,1,0,1,1731015978190.4001,keydown,3,320
3,2,0,1,0,1,1731015978254.2002,keyup,4,3201
3,2,0,1,0,0,1731015978398.2002,keydown,4,3201
3,2,0,1,0,0,1731015978462.2002,keyup,5,32010
3,2,0,1,0,Enter,1731015978566.4001,keydown,5,32010
5,0,4,6,1,5,1731015979606.4001,keyup,1,5
5,0,4,6,1,0,1731015979806.1,keydown,1,5
5,0,4,6,1,0,1731015979878.1,keyup,2,50
5,0,4,6,1,4,1731015980086.3,keydown,2,50
5,0,4,6,1,4,1731015980150.2002,keyup,3,504
5,0,4,6,1,6,1731015980470.3,keydown,3,504
5,0,4,6,1,6,1731015980534.5,keyup,4,5046
5,0,4,6,1,1,1731015980670.2002,keydown,4,5046
5,0,4,6,1,1,1731015980718.2002,keyup,5,50461
5,0,4,6,1,Enter,1731015980798.1,keydown,5,50461
0,8,6,3,8,0,1731015981758.4001,keyup,1,0
0,8,6,3,8,8,1731015981990.3,keydown,1,0
0,8,6,3,8,8,1731015982046.4001,keyup,2,08
0,8,6,3,8,6,1731015982206.1,keydown,2,08
0,8,6,3,8,6,1731015982286.1,keyup,3,086
0,8,6,3,8,3,1731015982662.3,keydown,3,086
0,8,6,3,8,3,1731015982734.2002,keyup,4,0863
0,8,6,3,8,6,1731015982966.1,keydown,4,0863
0,8,6,3,8,6,1731015983022.3,keyup,5,08636
0,8,6,3,8,8,1731015984654.2002,keydown,4,0863
0,8,6,3,8,8,1731015984710.1,keyup,5,08638
0,8,6,3,8,Enter,1731015985014.3,keydown,5,08638
3,8,3,6,7,3,1731015986078.2002,keyup,1,3
3,8,3,6,7,8,1731015986326.1,keydown,1,3
3,8,3,6,7,8,1731015986398.1,keyup,2,38
3,8,3,6,7,3,1731015986614.2002,keydown,2,38
3,8,3,6,7,3,1731015986686.2002,keyup,3,383
3,8,3,6,7,6,1731015987126.1,keydown,3,383
3,8,3,6,7,6,1731015987198.1,keyup,4,3836
3,8,3,6,7,7,1731015987366,keydown,4,3836
3,8,3,6,7,7,1731015987422,keyup,5,38367
3,8,3,6,7,Enter,1731015987582,keydown,5,38367
9,7,9,7,0,9,1731015988622.1,keyup,1,9
9,7,9,7,0,7,1731015988774.3,keydown,1,9
9,7,9,7,0,7,1731015988838.1,keyup,2,97
9,7,9,7,0,9,1731015988957.9001,keydown,2,97
9,7,9,7,0,9,1731015989030.2002,keyup,3,979
9,7,9,7,0,7,1731015989622,keydown,3,979
9,7,9,7,0,7,1731015989685.9001,keyup,4,9797
9,7,9,7,0,0,1731015989894.1,keydown,4,9797
9,7,9,7,0,0,1731015989981.9001,keyup,5,97970
9,7,9,7,0,Enter,1731015990062,keydown,5,97970
9,5,9,5,7,9,1731015991302,keyup,1,9
9,5,9,5,7,5,1731015991462.1,keydown,1,9
9,5,9,5,7,5,1731015991517.9001,keyup,2,95
9,5,9,5,7,9,1731015992414,keydown,2,95
9,5,9,5,7,9,1731015992469.8,keyup,3,959
9,5,9,5,7,5,1731015993430,keydown,3,959
9,5,9,5,7,5,1731015993501.9001,keyup,4,9595
9,5,9,5,7,7,1731015993669.9001,keydown,4,9595
9,5,9,5,7,7,1731015993725.9001,keyup,5,95957
9,5,9,5,7,Enter,1731015993941.9001,keydown,5,95957
5,2,3,4,8,5,1731015995181.8,keyup,1,5
5,2,3,4,8,2,1731015995342,keydown,1,5
5,2,3,4,8,2,1731015995405.8,keyup,2,52
5,2,3,4,8,3,1731015995565.8,keydown,2,52
5,2,3,4,8,3,1731015995629.7002,keyup,3,523
5,2,3,4,8,4,1731015996198.1,keydown,3,523
5,2,3,4,8,4,1731015996269.9001,keyup,4,5234
5,2,3,4,8,8,1731015996453.7002,keydown,4,5234
5,2,3,4,8,8,1731015996517.7002,keyup,5,52348
5,2,3,4,8,Enter,1731015996854,keydown,5,52348
4,5,3,2,4,4,1731015997941.8,keyup,1,4
4,5,3,2,4,5,1731015998093.8,keydown,1,4
4,5,3,2,4,5,1731015998165.7002,keyup,2,45
4,5,3,2,4,3,1731015998365.8,keydown,2,45
4,5,3,2,4,3,1731015998429.7002,keyup,3,453
4,5,3,2,4,2,1731015998741.7002,keydown,3,453
4,5,3,2,4,2,1731015998813.8,keyup,4,4532
4,5,3,2,4,4,1731015999037.9001,keydown,4,4532
4,5,3,2,4,4,1731015999102,keyup,5,45324
4,5,3,2,4,Enter,1731015999309.9001,keydown,5,45324
2,9,2,9,2,2,1731016000301.8,keyup,1,2
2,9,2,9,2,9,1731016000437.6,keydown,1,2
2,9,2,9,2,9,1731016000501.6,keyup,2,29
2,9,2,9,2,2,1731016000661.6,keydown,2,29
2,9,2,9,2,2,1731016000733.6,keyup,3,292
2,9,2,9,2,9,1731016001221.9001,keydown,3,292
2,9,2,9,2,9,1731016001277.8,keyup,4,2929
2,9,2,9,2,2,1731016001461.7002,keydown,4,2929
2,9,2,9,2,2,1731016001517.6,keyup,5,29292
2,9,2,9,2,Enter,1731016001645.6,keydown,5,29292
5,2,6,9,7,5,1731016002805.7002,keyup,1,5
5,2,6,9,7,2,1731016002957.8,keydown,1,5
5,2,6,9,7,2,1731016003029.8,keyup,2,52
5,2,6,9,7,6,1731016004101.9001,keydown,2,52
5,2,6,9,7,6,1731016004157.7002,keyup,3,526
5,2,6,9,7,9,1731016004829.8,keydown,3,526
5,2,6,9,7,9,1731016004893.6,keyup,4,5269
5,2,6,9,7,7,1731016005021.7002,keydown,4,5269
5,2,6,9,7,7,1731016005085.6,keyup,5,52697
5,2,6,9,7,Enter,1731016005245.5,keydown,5,52697
8,6,3,8,5,8,1731016006613.5,keyup,1,8
8,6,3,8,5,6,1731016006917.7002,keydown,1,8
8,6,3,8,5,6,1731016006981.6,keyup,2,86
8,6,3,8,5,3,1731016007445.9001,keydown,2,86
8,6,3,8,5,3,1731016007509.6,keyup,3,863
8,6,3,8,5,8,1731016008197.6,keydown,3,863
8,6,3,8,5,8,1731016008261.4001,keyup,4,8638
8,6,3,8,5,5,1731016008405.5,keydown,4,8638
8,6,3,8,5,5,1731016008477.7002,keyup,5,86385
8,6,3,8,5,Enter,1731016008589.4001,keydown,5,86385
2,9,4,3,0,2,1731016009645.4001,keyup,1,2
2,9,4,3,0,9,1731016009893.4001,keydown,1,2
2,9,4,3,0,9,1731016009957.4001,keyup,2,29
2,9,4,3,0,4,1731016010117.5,keydown,2,29
2,9,4,3,0,4,1731016010181.5,keyup,3,294
2,9,4,3,0,3,1731016010605.5,keydown,3,294
2,9,4,3,0,3,1731016010677.3,keyup,4,2943
2,9,4,3,0,0,1731016010957.4001,keydown,4,2943
2,9,4,3,0,0,1731016011013.6,keyup,5,29430
2,9,4,3,0,Enter,1731016011189.5,keydown,5,29430
4,1,9,0,1,4,1731016012421.4001,keyup,1,4
4,1,9,0,1,1,1731016012613.5,keydown,1,4
4,1,9,0,1,1,1731016012677.3,keyup,2,41
4,1,9,0,1,9,1731016013213.5,keydown,2,41
4,1,9,0,1,9,1731016013277.4001,keyup,3,419
4,1,9,0,1,0,1731016013533.5,keydown,3,419
4,1,9,0,1,0,1731016013613.3,keyup,4,4190
4,1,9,0,1,1,1731016013765.3,keydown,4,4190
4,1,9,0,1,1,1731016013821.2002,keyup,5,41901
4,1,9,0,1,Enter,1731016013981.7002,keydown,5,41901
7,0,9,8,8,7,1731016015077.4001,keyup,1,7
7,0,9,8,8,0,1731016015333.5,keydown,1,7
7,0,9,8,8,0,1731016015413.4001,keyup,2,70
7,0,9,8,8,9,1731016015645.4001,keydown,2,70
7,0,9,8,8,9,1731016015701.2002,keyup,3,709
7,0,9,8,8,8,1731016016149.5,keydown,3,709
7,0,9,8,8,8,1731016016213.3,keyup,4,7098
7,0,9,8,8,8,1731016016333.1,keydown,4,7098
7,0,9,8,8,8,1731016016397.2002,keyup,5,70988
7,0,9,8,8,Enter,1731016016581.3,keydown,5,70988
4,2,1,6,8,4,1731016017845.2002,keyup,1,4
4,2,1,6,8,2,1731016018013.4001,keydown,1,4
4,2,1,6,8,2,1731016018093.3,keyup,2,42
4,2,1,6,8,1,1731016018261.4001,keydown,2,42
4,2,1,6,8,1,1731016018333.2002,keyup,3,421
4,2,1,6,8,6,1731016018789.3,keydown,3,421
4,2,1,6,8,6,1731016018845.3,keyup,4,4216
4,2,1,6,8,8,1731016019029.4001,keydown,4,4216
4,2,1,6,8,8,1731016019085.3,keyup,5,42168
4,2,1,6,8,Enter,1731016019285.4001,keydown,5,42168
7,4,7,0,2,7,1731016020549.4001,keyup,1,7
7,4,7,0,2,4,1731016020733.4001,keydown,1,7
7,4,7,0,2,4,1731016020813.3,keyup,2,74
7,4,7,0,2,7,1731016020965.3,keydown,2,74
7,4,7,0,2,7,1731016021021.3,keyup,3,747
7,4,7,0,2,0,1731016021405.3,keydown,3,747
7,4,7,0,2,0,1731016021469.4001,keyup,4,7470
7,4,7,0,2,2,1731016021597.3,keydown,4,7470
7,4,7,0,2,2,1731016021661.3,keyup,5,74702
7,4,7,0,2,Enter,1731016021765,keydown,5,74702
7,5,0,7,6,7,1731016022949,keyup,1,7
7,5,0,7,6,5,1731016023133.2002,keydown,1,7
7,5,0,7,6,5,1731016023189.1,keyup,2,75
7,5,0,7,6,0,1731016023413.2002,keydown,2,75
7,5,0,7,6,0,1731016023477.1,keyup,3,750
7,5,0,7,6,7,1731016023829.2002,keydown,3,750
7,5,0,7,6,7,1731016023901,keyup,4,7507
7,5,0,7,6,6,1731016024061.1,keydown,4,7507
7,5,0,7,6,6,1731016024125.1,keyup,5,75076
7,5,0,7,6,Enter,1731016024261.2002,keydown,5,75076
1,8,1,9,4,4,1731016025253.2002,keyup,1,4
1,8,1,9,4,1,1731016027101.1,keyup,1,1
1,8,1,9,4,8,1731016027261.2002,keydown,1,1
1,8,1,9,4,8,1731016027317.1,keyup,2,18
1,8,1,9,4,1,1731016027485.1,keydown,2,18
1,8,1,9,4,1,1731016027541.3,keyup,3,181
1,8,1,9,4,9,1731016028053.1,keydown,3,181
1,8,1,9,4,9,1731016028108.8,keyup,4,1819
1,8,1,9,4,4,1731016028245,keydown,4,1819
1,8,1,9,4,4,1731016028317.1,keyup,5,18194
1,8,1,9,4,Enter,1731016028436.9001,keydown,5,18194
9,5,1,4,1,9,1731016029589,keyup,1,9
9,5,1,4,1,5,1731016029725.2002,keydown,1,9
9,5,1,4,1,5,1731016029781.2002,keyup,2,95
9,5,1,4,1,1,1731016029981,keydown,2,95
9,5,1,4,1,1,1731016030037,keyup,3,951
9,5,1,4,1,4,1731016030709.2002,keydown,3,951
9,5,1,4,1,4,1731016030764.9001,keyup,4,9514
9,5,1,4,1,1,1731016030916.8,keydown,4,9514
9,5,1,4,1,1,1731016030972.8,keyup,5,95141
9,5,1,4,1,Enter,1731016031093,keydown,5,95141
2,6,0,3,8,2,1731016032124.9001,keyup,1,2
2,6,0,3,8,6,1731016032260.9001,keydown,1,2
2,6,0,3,8,6,1731016032317,keyup,2,26
2,6,0,3,8,0,1731016032525,keydown,2,26
2,6,0,3,8,0,1731016032596.9001,keyup,3,260
2,6,0,3,8,3,1731016032900.9001,keydown,3,260
2,6,0,3,8,3,1731016032972.8,keyup,4,2603
2,6,0,3,8,8,1731016033468.9001,keydown,4,2603
2,6,0,3,8,8,1731016033532.8,keyup,5,26038
2,6,0,3,8,Enter,1731016033692.9001,keydown,5,26038
6,2,0,2,7,6,1731016034724.8,keyup,1,6
6,2,0,2,7,2,1731016034868.9001,keydown,1,6
6,2,0,2,7,2,1731016034924.8,keyup,2,62
6,2,0,2,7,0,1731016035116.9001,keydown,2,62
6,2,0,2,7,0,1731016035180.8,keyup,3,620
6,2,0,2,7,2,1731016035660.9001,keydown,3,620
6,2,0,2,7,2,1731016035724.7002,keyup,4,6202
6,2,0,2,7,7,1731016035972.9001,keydown,4,6202
6,2,0,2,7,7,1731016036036.9001,keyup,5,62027
6,2,0,2,7,Enter,1731016036196.6,keydown,5,62027
0,8,4,5,4,0,1731016037228.8,keyup,1,0
0,8,4,5,4,8,1731016037492.9001,keydown,1,0
0,8,4,5,4,8,1731016037548.8,keyup,2,08
0,8,4,5,4,4,1731016037692.7002,keydown,2,08
0,8,4,5,4,4,1731016037756.6,keyup,3,084
0,8,4,5,4,5,1731016038404.9001,keydown,3,084
0,8,4,5,4,5,1731016038460.8,keyup,4,0845
0,8,4,5,4,4,1731016038604.7002,keydown,4,0845
0,8,4,5,4,4,1731016038668.7002,keyup,5,08454
0,8,4,5,4,Enter,1731016039148.9001,keydown,5,08454
8,5,4,2,6,8,1731016040420.7002,keyup,1,8
8,5,4,2,6,5,1731016040588.8,keydown,1,8
8,5,4,2,6,5,1731016040652.6,keyup,2,85
8,5,4,2,6,4,1731016040820.8,keydown,2,85
8,5,4,2,6,4,1731016040876.7002,keyup,3,854
8,5,4,2,6,2,1731016041292.8,keydown,3,854
8,5,4,2,6,2,1731016041356.8,keyup,4,8542
8,5,4,2,6,6,1731016041740.8,keydown,4,8542
8,5,4,2,6,6,1731016041796.6,keyup,5,85426
8,5,4,2,6,Enter,1731016041956.7002,keydown,5,85426
4,0,2,3,0,4,1731016043004.7002,keyup,1,4
4,0,2,3,0,0,1731016043196.7002,keydown,1,4
4,0,2,3,0,0,1731016043268.6,keyup,2,40
4,0,2,3,0,2,1731016043876.8,keydown,2,40
4,0,2,3,0,2,1731016043932.7002,keyup,3,402
4,0,2,3,0,3,1731016044132.6,keydown,3,402
4,0,2,3,0,3,1731016044204.6,keyup,4,4023
4,0,2,3,0,0,1731016044356.7002,keydown,4,4023
4,0,2,3,0,0,1731016044420.7002,keyup,5,40230
4,0,2,3,0,Enter,1731016044508.7002,keydown,5,40230
8,0,5,0,6,8,1731016045732.5,keyup,1,8
8,0,5,0,6,0,1731016045996.6,keydown,1,8
8,0,5,0,6,0,1731016046068.6,keyup,2,80
8,0,5,0,6,5,1731016046284.4001,keydown,2,80
8,0,5,0,6,5,1731016046348.4001,keyup,3,805
8,0,5,0,6,0,1731016046940.6,keydown,3,805
8,0,5,0,6,0,1731016047012.6,keyup,4,8050
8,0,5,0,6,6,1731016047293,keydown,4,8050
8,0,5,0,6,6,1731016047332.4001,keyup,5,80506
8,0,5,0,6,Enter,1731016047492.6,keydown,5,80506
3,6,9,8,9,3,1731016048700.5,keyup,1,3
3,6,9,8,9,6,1731016048852.4001,keydown,1,3
3,6,9,8,9,6,1731016048916.4001,keyup,2,36
3,6,9,8,9,9,1731016049076.5,keydown,2,36
3,6,9,8,9,9,1731016049148.6,keyup,3,369
3,6,9,8,9,8,1731016049812.6,keydown,3,369
3,6,9,8,9,8,1731016049900.4001,keyup,4,3698
3,6,9,8,9,9,1731016049924.2002,keydown,4,3698
3,6,9,8,9,9,1731016050004.6,keyup,5,36989
3,6,9,8,9,Enter,1731016050188.3,keydown,5,36989
7,3,7,9,7,7,1731016051260.4001,keyup,1,7
7,3,7,9,7,3,1731016051476.5,keydown,1,7
7,3,7,9,7,3,1731016051540.6,keyup,2,73
7,3,7,9,7,7,1731016051756.5,keydown,2,73
7,3,7,9,7,7,1731016051820.3,keyup,3,737
7,3,7,9,7,9,1731016052500.5,keydown,3,737
7,3,7,9,7,9,1731016052556.4001,keyup,4,7379
7,3,7,9,7,7,1731016052748.4001,keydown,4,7379
7,3,7,9,7,7,1731016052820.3,keyup,5,73797
7,3,7,9,7,Enter,1731016052972.4001,keydown,5,73797
9,2,6,9,6,9,1731016054156.3,keyup,1,9
9,2,6,9,6,2,1731016054324.4001,keydown,1,9
9,2,6,9,6,2,1731016054396.3,keyup,2,92
9,2,6,9,6,6,1731016054548.3,keydown,2,92
9,2,6,9,6,6,1731016054604.2002,keyup,3,926
9,2,6,9,6,9,1731016055116.5,keydown,3,926
9,2,6,9,6,9,1731016055180.4001,keyup,4,9269
9,2,6,9,6,6,1731016055356.3,keydown,4,9269
9,2,6,9,6,6,1731016055412.2002,keyup,5,92696
9,2,6,9,6,Enter,1731016055580.4001,keydown,5,92696
5,1,3,7,3,5,1731016056828.2002,keyup,1,5
5,1,3,7,3,1,1731016057004.3,keydown,1,5
5,1,3,7,3,1,1731016057076.4001,keyup,2,51
5,1,3,7,3,3,1731016057252.3,keydown,2,51
5,1,3,7,3,3,1731016057324.2002,keyup,3,513
5,1,3,7,3,7,1731016057796.4001,keydown,3,513
5,1,3,7,3,7,1731016057868.1,keyup,4,5137
5,1,3,7,3,3,1731016058092.4001,keydown,4,5137
5,1,3,7,3,3,1731016058164.4001,keyup,5,51373
5,1,3,7,3,Enter,1731016058396.2002,keydown,5,51373
1,6,1,5,0,1,1731016059436.2002,keyup,1,1
1,6,1,5,0,6,1731016059628.3,keydown,1,1
1,6,1,5,0,6,1731016059700.2002,keyup,2,16
1,6,1,5,0,1,1731016059908.2002,keydown,2,16
1,6,1,5,0,1,1731016059972.1,keyup,3,161
1,6,1,5,0,5,1731016060244.2002,keydown,3,161
1,6,1,5,0,5,1731016060308.2002,keyup,4,1615
1,6,1,5,0,0,1731016060500,keydown,4,1615
1,6,1,5,0,0,1731016060580.2002,keyup,5,16150
1,6,1,5,0,Enter,1731016060652.2002,keydown,5,16150
2,8,9,3,1,2,1731016061692.1,keyup,1,2
2,8,9,3,1,8,1731016061900.2002,keydown,1,2
2,8,9,3,1,8,1731016061956,keyup,2,28
2,8,9,3,1,9,1731016062084.1,keydown,2,28
2,8,9,3,1,9,1731016062140.1,keyup,3,289
2,8,9,3,1,3,1731016062508.1,keydown,3,289
2,8,9,3,1,3,1731016062572.1,keyup,4,2893
2,8,9,3,1,1,1731016062684.2002,keydown,4,2893
2,8,9,3,1,1,1731016062756,keyup,5,28931
2,8,9,3,1,Enter,1731016062876.2002,keydown,5,28931
8,5,3,5,9,8,1731016064444,keyup,1,8
8,5,3,5,9,5,1731016064692.2002,keydown,1,8
8,5,3,5,9,5,1731016064747.9001,keyup,2,85
8,5,3,5,9,3,1731016064924.2002,keydown,2,85
8,5,3,5,9,3,1731016064988,keyup,3,853
8,5,3,5,9,5,1731016066060.3,keydown,3,853
8,5,3,5,9,5,1731016066115.9001,keyup,4,8535
8,5,3,5,9,9,1731016066276.1,keydown,4,8535
8,5,3,5,9,9,1731016066332,keyup,5,85359
8,5,3,5,9,Enter,1731016066572,keydown,5,85359
3,7,1,3,5,3,1731016067548,keyup,1,3
3,7,1,3,5,7,1731016068044.3,keydown,1,3
3,7,1,3,5,7,1731016068107.9001,keyup,2,37
3,7,1,3,5,1,1731016068340.1,keydown,2,37
3,7,1,3,5,1,1731016068411.9001,keyup,3,371
3,7,1,3,5,3,1731016068780.2002,keydown,3,371
3,7,1,3,5,3,1731016068859.9001,keyup,4,3713
3,7,1,3,5,5,1731016069044.2002,keydown,4,3713
3,7,1,3,5,5,1731016069099.9001,keyup,5,37135
3,7,1,3,5,Enter,1731016069308.1,keydown,5,37135
9,8,4,2,4,9,1731016070371.9001,keyup,1,9
9,8,4,2,4,8,1731016070531.8,keydown,1,9
9,8,4,2,4,8,1731016070595.9001,keyup,2,98
9,8,4,2,4,4,1731016070780,keydown,2,98
9,8,4,2,4,4,1731016070835.9001,keyup,3,984
9,8,4,2,4,2,1731016071284.1,keydown,3,984
9,8,4,2,4,2,1731016071363.9001,keyup,4,9842
9,8,4,2,4,4,1731016071595.9001,keydown,4,9842
9,8,4,2,4,4,1731016071659.9001,keyup,5,98424
9,8,4,2,4,Enter,1731016071820.1,keydown,5,98424
9,3,8,7,3,9,1731016073075.9001,keyup,1,9
9,3,8,7,3,3,1731016073332,keydown,1,9
9,3,8,7,3,3,1731016073395.9001,keyup,2,93
9,3,8,7,3,8,1731016074004,keydown,2,93
9,3,8,7,3,8,1731016074059.8,keyup,3,938
9,3,8,7,3,7,1731016074219.6,keydown,3,938
9,3,8,7,3,7,1731016074283.9001,keyup,4,9387
9,3,8,7,3,3,1731016074571.9001,keydown,4,9387
9,3,8,7,3,3,1731016074635.9001,keyup,5,93873
9,3,8,7,3,Enter,1731016074788,keydown,5,93873
2,3,0,1,8,2,1731016075780.1,keyup,1,2
2,3,0,1,8,3,1731016075915.9001,keydown,1,2
2,3,0,1,8,3,1731016075987.9001,keyup,2,23
2,3,0,1,8,0,1731016076171.8,keydown,2,23
2,3,0,1,8,0,1731016076235.7002,keyup,3,230
2,3,0,1,8,1,1731016076540,keydown,3,230
2,3,0,1,8,1,1731016076611.7002,keyup,4,2301
2,3,0,1,8,8,1731016076787.7002,keydown,4,2301
2,3,0,1,8,8,1731016076851.9001,keyup,5,23018
2,3,0,1,8,Enter,1731016077051.8,keydown,5,23018
9,2,5,6,8,9,1731016078067.6,keyup,1,9
9,2,5,6,8,2,1731016078243.9001,keydown,1,9
9,2,5,6,8,2,1731016078307.9001,keyup,2,92
9,2,5,6,8,5,1731016078451.7002,keydown,2,92
9,2,5,6,8,5,1731016078515.7002,keyup,3,925
9,2,5,6,8,6,1731016079260,keydown,3,925
9,2,5,6,8,6,1731016079315.8,keyup,4,9256
9,2,5,6,8,8,1731016079947.8,keydown,4,9256
9,2,5,6,8,8,1731016080011.9001,keyup,5,92568
9,2,5,6,8,Enter,1731016080219.9001,keydown,5,92568
0,7,2,0,1,0,1731016081155.8,keyup,1,0
0,7,2,0,1,7,1731016081435.7002,keydown,1,0
0,7,2,0,1,7,1731016081499.6,keyup,2,07
0,7,2,0,1,2,1731016081723.8,keydown,2,07
0,7,2,0,1,2,1731016081795.7002,keyup,3,072
0,7,2,0,1,0,1731016082315.7002,keydown,3,072
0,7,2,0,1,0,1731016082395.7002,keyup,4,0720
0,7,2,0,1,1,1731016082531.8,keydown,4,0720
0,7,2,0,1,1,1731016082603.5,keyup,5,07201
0,7,2,0,1,Enter,1731016082763.4001,keydown,5,07201
0,6,4,8,6,0,1731016083779.6,keyup,1,0
0,6,4,8,6,6,1731016083995.6,keydown,1,0
0,6,4,8,6,6,1731016084051.7002,keyup,2,06
0,6,4,8,6,4,1731016084195.6,keydown,2,06
0,6,4,8,6,4,1731016084259.5,keyup,3,064
0,6,4,8,6,8,1731016084835.7002,keydown,3,064
0,6,4,8,6,8,1731016084907.5,keyup,4,0648
0,6,4,8,6,6,1731016085107.7002,keydown,4,0648
0,6,4,8,6,6,1731016085155.5,keyup,5,06486
0,6,4,8,6,Enter,1731016085331.8,keydown,5,06486
5,0,2,5,9,5,1731016086347.4001,keyup,1,5
5,0,2,5,9,0,1731016086547.6,keydown,1,5
5,0,2,5,9,0,1731016086611.5,keyup,2,50
5,0,2,5,9,2,1731016086803.4001,keydown,2,50
5,0,2,5,9,2,1731016086867.5,keyup,3,502
5,0,2,5,9,5,1731016087483.5,keydown,3,502
5,0,2,5,9,5,1731016087571.5,keyup,4,5025
5,0,2,5,9,9,1731016087643.3,keydown,4,5025
5,0,2,5,9,9,1731016087707.3,keyup,5,50259
5,0,2,5,9,Enter,1731016087891.5,keydown,5,50259
5,7,5,3,4,5,1731016089083.5,keyup,1,5
5,7,5,3,4,7,1731016089243.8,keydown,1,5
5,7,5,3,4,7,1731016089323.5,keyup,2,57
5,7,5,3,4,5,1731016089515.5,keydown,2,57
5,7,5,3,4,5,1731016089579.4001,keyup,3,575
5,7,5,3,4,3,1731016089819.3,keydown,3,575
5,7,5,3,4,3,1731016089899.4001,keyup,4,5753
5,7,5,3,4,4,1731016090115.4001,keydown,4,5753
5,7,5,3,4,4,1731016090179.5,keyup,5,57534
5,7,5,3,4,Enter,1731016090283.3,keydown,5,57534
1,4,9,4,0,1,1731016091227.4001,keyup,1,1
1,4,9,4,0,4,1731016091403.5,keydown,1,1
1,4,9,4,0,4,1731016091467.5,keyup,2,14
